,accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,accident_severity_num,accident_severity_inv,date2,date_original,vehicle_reference_x,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,vehicle_reference_y,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,accident_year_x,accident_reference_x,local_authority_ons_district,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,trunk_road_flag,accident_year_y,accident_reference_y,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,first_point_of_impact,vehicle_left_hand_drive,generic_make_model,accident_year,accident_reference,year,month,severity,hours
138726,201601KG70224,545430.0,182780.0,0.09498,51.52516,1,Slight,2,1,2016-02-04,Thursday,04:05,Barking and Dagenham,E09000002,5,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01000092,3,1,02/04/2016,02/04/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,28,26 - 35,1796,1,7,3,1,,1,1,1,1,28,6,3,0,0,0,0,0,9,1,3,2016.0,01KG70224,E09000002,0.0,0.0,2.0,2016.0,01KG70224,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01KG70224,2016,2,1,4
138730,201601KG70228,549030.0,185180.0,0.147851,51.545787,1,Serious,2,1,2016-05-23,Monday,18:53,Barking and Dagenham,E09000002,3,1240,6,30.0,6,4,6,0,,,1,1,1,0,0,1,1,E01000014,2,2,23/05/2016,23/05/2016,1,9,0,9,,8,0,0,0,0,,,6,Female,27,26 - 35,1560,2,8,3,1,,2,1,1,1,37,7,2,0,0,0,0,0,5,1,2,2016.0,01KG70228,E09000002,0.0,0.0,2.0,2016.0,01KG70228,8.0,5.0,0.0,4.0,1.0,-1,2016.0,01KG70228,2016,5,2,18
138737,201601KG70236,545380.0,182960.0,0.094334,51.526791,1,Serious,1,1,2016-05-28,Saturday,03:46,Barking and Dagenham,E09000002,5,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01000092,2,2,28/05/2016,28/05/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,18,16 - 20,1753,2,8,2,1,,1,1,3,2,25,5,2,5,1,0,0,2,0,1,3,2016.0,01KG70236,E09000002,0.0,0.0,2.0,2016.0,01KG70236,5.0,1.0,0.0,1.0,1.0,-1,2016.0,01KG70236,2016,5,2,3
138745,201601KG70246,544300.0,184060.0,0.079227,51.536952,1,Slight,2,1,2016-05-23,Monday,22:30,Barking and Dagenham,E09000002,6,0,6,20.0,0,-1,-1,-1,,,4,1,1,0,0,1,2,E01000010,3,1,23/05/2016,23/05/2016,1,8,0,2,,0,0,0,0,0,,,1,Male,35,26 - 35,1998,2,3,3,1,,1,1,1,1,35,6,3,0,0,0,0,0,8,1,3,2016.0,01KG70246,E09000002,0.0,0.0,2.0,2016.0,01KG70246,0.0,0.0,0.0,3.0,1.0,-1,2016.0,01KG70246,2016,5,1,22
138746,201601KG70247,547630.0,183750.0,0.127076,51.533306,1,Slight,3,3,2016-07-06,Wednesday,18:25,Barking and Dagenham,E09000002,5,0,6,30.0,0,-1,-1,-1,,,1,1,2,0,0,1,1,E01000096,3,1,07/06/2016,07/06/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,35,26 - 35,1997,2,5,2,1,,1,2,2,2,39,7,3,0,0,2,0,0,9,1,3,2016.0,01KG70247,E09000002,0.0,1.0,2.0,2016.0,01KG70247,5.0,1.0,0.0,1.0,1.0,-1,2016.0,01KG70247,2016,7,3,18
138756,201601KG70260,543960.0,184420.0,0.074475,51.540273,1,Slight,1,1,2016-05-30,Monday,22:34,Barking and Dagenham,E09000002,3,124,6,30.0,6,2,3,124,,,4,1,1,0,0,1,1,E01000007,3,1,30/05/2016,30/05/2016,1,9,0,18,,1,0,0,0,0,,,6,Female,28,26 - 35,998,1,2,4,1,,1,1,3,2,25,5,3,1,3,0,0,2,0,1,2,2016.0,01KG70260,E09000002,0.0,5.0,2.0,2016.0,01KG70260,6.0,2.0,0.0,1.0,1.0,-1,2016.0,01KG70260,2016,5,1,22
138768,201601KG70275,547260.0,186110.0,0.122733,51.554608,1,Slight,2,2,2016-06-17,Friday,23:35,Barking and Dagenham,E09000002,6,0,6,30.0,6,4,6,0,,,4,2,2,0,0,1,1,E01000022,3,1,17/06/2016,17/06/2016,1,9,0,18,,8,0,0,0,0,,,6,Female,30,26 - 35,1461,2,1,2,1,,1,1,1,2,30,6,3,0,0,0,0,0,9,1,2,2016.0,01KG70275,E09000002,0.0,0.0,2.0,2016.0,01KG70275,3.0,7.0,0.0,1.0,1.0,-1,2016.0,01KG70275,2016,6,2,23
138771,201601KG70278,547100.0,187000.0,0.120798,51.562647,1,Slight,3,2,2016-06-06,Monday,18:00,Barking and Dagenham,E09000002,3,1083,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01032580,3,1,06/06/2016,06/06/2016,1,9,0,18,,1,0,0,0,0,,,6,Male,23,21 - 25,1998,2,10,3,1,,1,1,2,2,22,5,3,0,0,1,0,0,9,1,3,2016.0,01KG70278,E09000002,0.0,0.0,2.0,2016.0,01KG70278,4.0,8.0,0.0,1.0,1.0,-1,2016.0,01KG70278,2016,6,2,18
138786,201601KG70295,548560.0,183480.0,0.140361,51.530636,1,Slight,2,1,2016-06-27,Monday,20:00,Barking and Dagenham,E09000002,3,1306,1,30.0,1,2,3,13,,,1,1,1,0,0,1,2,E01000095,3,1,27/06/2016,27/06/2016,1,9,0,5,,1,0,0,0,0,,,6,Female,31,26 - 35,1197,1,6,2,1,,1,1,2,1,7,2,3,0,0,2,0,0,9,1,2,2016.0,01KG70295,E09000002,0.0,0.0,2.0,2016.0,01KG70295,2.0,6.0,0.0,4.0,1.0,-1,2016.0,01KG70295,2016,6,1,20
138797,201601KG70308,548680.0,183550.0,0.142119,51.531233,1,Slight,2,1,2016-06-30,Thursday,20:05,Barking and Dagenham,E09000002,3,1306,3,40.0,3,2,6,0,,,1,1,1,0,0,1,2,E01000053,3,1,30/06/2016,30/06/2016,1,9,0,12,,2,0,0,0,0,,,6,Female,26,26 - 35,1229,1,8,2,1,,2,1,1,1,36,7,3,0,0,0,0,0,3,-1,-1,2016.0,01KG70308,E09000002,0.0,5.0,2.0,2016.0,01KG70308,7.0,3.0,0.0,3.0,1.0,-1,2016.0,01KG70308,2016,6,1,20
138801,201601KG70314,548970.0,186850.0,0.147693,51.560808,1,Serious,1,2,2016-06-27,Monday,18:49,Barking and Dagenham,E09000002,3,124,6,30.0,6,2,3,1083,,,1,1,1,0,0,1,1,E01000101,2,2,27/06/2016,27/06/2016,1,4,0,4,,1,0,0,0,0,,,6,Male,21,21 - 25,-1,-1,-1,2,1,,1,1,1,1,21,5,2,0,0,0,0,0,4,1,2,2016.0,01KG70314,E09000002,0.0,5.0,2.0,2016.0,01KG70314,5.0,1.0,0.0,1.0,1.0,-1,2016.0,01KG70314,2016,6,4,18
138807,201601KG70321,547610.0,189360.0,0.129142,51.583719,1,Slight,2,1,2016-07-14,Thursday,20:10,Barking and Dagenham,E09000002,6,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01000028,3,1,14/07/2016,14/07/2016,1,3,0,18,,1,0,0,0,0,,,6,Male,32,26 - 35,125,1,2,2,1,,1,1,1,1,32,6,3,0,0,0,0,0,3,1,2,2016.0,01KG70321,E09000002,0.0,0.0,2.0,2016.0,01KG70321,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01KG70321,2016,7,1,20
138810,201601KG70326,546950.0,183620.0,0.117225,51.532315,1,Slight,2,3,2016-04-13,Wednesday,22:00,Barking and Dagenham,E09000002,3,13,3,30.0,5,4,5,0,,,7,1,1,0,0,1,1,E01000096,3,1,13/04/2016,13/04/2016,1,9,0,7,,6,0,0,0,0,,,6,Male,19,16 - 20,1124,1,14,3,1,,1,1,1,1,19,4,3,0,0,0,0,0,9,1,3,2016.0,01KG70326,E09000002,0.0,0.0,2.0,2016.0,01KG70326,5.0,7.0,0.0,4.0,1.0,-1,2016.0,01KG70326,2016,4,3,22
138814,201601KG70333,543960.0,184420.0,0.074475,51.540273,1,Slight,3,1,2016-07-16,Saturday,18:40,Barking and Dagenham,E09000002,3,124,6,30.0,6,2,3,124,,,1,1,1,0,0,1,1,E01000007,3,1,16/07/2016,16/07/2016,1,9,0,3,,1,0,0,0,0,,,6,Female,33,26 - 35,1995,2,1,6,2,,1,1,2,1,17,4,3,0,0,2,0,0,9,1,3,2016.0,01KG70333,E09000002,0.0,5.0,2.0,2016.0,01KG70333,6.0,2.0,0.0,2.0,1.0,-1,2016.0,01KG70333,2016,7,1,18
138815,201601KG70334,546610.0,183660.0,0.112344,51.532763,1,Slight,3,1,2016-02-07,Sunday,22:25,Barking and Dagenham,E09000002,3,13,3,50.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01000045,3,1,02/07/2016,02/07/2016,1,9,0,18,,0,0,0,0,0,,,6,Male,35,26 - 35,1397,1,7,1,1,,2,1,1,1,53,8,3,0,0,0,0,0,9,1,8,2016.0,01KG70334,E09000002,0.0,0.0,2.0,2016.0,01KG70334,7.0,3.0,0.0,2.0,1.0,-1,2016.0,01KG70334,2016,2,1,22
138816,201601KG70335,548370.0,189260.0,0.140061,51.582621,1,Slight,2,1,2016-07-20,Wednesday,18:56,Barking and Dagenham,E09000002,6,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01000027,3,1,20/07/2016,20/07/2016,1,9,0,7,,8,0,0,0,0,,,1,Male,20,16 - 20,-1,-1,-1,3,1,,2,1,1,1,26,6,3,0,0,0,0,0,3,-1,-1,2016.0,01KG70335,E09000002,0.0,0.0,2.0,2016.0,01KG70335,1.0,3.0,0.0,1.0,1.0,-1,2016.0,01KG70335,2016,7,1,18
138817,201601KG70336,549010.0,186880.0,0.148282,51.561067,1,Slight,2,2,2016-07-16,Saturday,21:25,Barking and Dagenham,E09000002,3,124,6,40.0,6,2,3,1083,,,1,1,1,0,0,1,2,E01000060,3,1,16/07/2016,16/07/2016,1,9,0,3,,1,0,0,0,0,,,6,Male,34,26 - 35,1339,8,4,2,1,,1,1,1,1,34,6,3,0,0,0,0,0,9,1,2,2016.0,01KG70336,E09000002,0.0,5.0,2.0,2016.0,01KG70336,3.0,7.0,0.0,2.0,1.0,-1,2016.0,01KG70336,2016,7,2,21
138823,201601KG70344,547620.0,183910.0,0.126999,51.534746,1,Slight,3,2,2016-07-28,Thursday,02:04,Barking and Dagenham,E09000002,5,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01000055,3,1,28/07/2016,28/07/2016,1,9,0,18,,0,0,4,0,0,,,6,Female,18,16 - 20,1149,1,14,3,1,,1,1,1,2,18,4,3,0,0,0,0,0,9,1,3,2016.0,01KG70344,E09000002,0.0,0.0,2.0,2016.0,01KG70344,1.0,5.0,0.0,1.0,1.0,-1,2016.0,01KG70344,2016,7,2,2
138829,201601KG70354,544170.0,183880.0,0.07728,51.535367,1,Slight,2,1,2016-07-19,Tuesday,20:00,Barking and Dagenham,E09000002,6,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,2,E01000010,3,1,19/07/2016,19/07/2016,1,9,0,18,,2,0,0,0,0,,,6,Female,33,26 - 35,1388,1,5,2,1,,1,1,1,2,33,6,3,0,0,0,0,0,9,1,2,2016.0,01KG70354,E09000002,0.0,1.0,2.0,2016.0,01KG70354,8.0,4.0,0.0,3.0,1.0,-1,2016.0,01KG70354,2016,7,1,20
138830,201601KG70355,546800.0,189190.0,0.117388,51.582403,1,Slight,2,1,2016-07-20,Wednesday,18:15,Redbridge,E09000026,3,12,3,40.0,6,2,5,0,,,1,1,1,0,0,1,1,E01003640,3,1,20/07/2016,20/07/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,33,26 - 35,2231,2,9,6,1,,1,1,1,1,33,6,3,0,0,0,0,0,9,1,6,2016.0,01KG70355,E09000026,0.0,5.0,2.0,2016.0,01KG70355,7.0,3.0,0.0,1.0,1.0,-1,2016.0,01KG70355,2016,7,1,18
138831,201601KG70356,545130.0,183550.0,0.090976,51.532156,1,Slight,1,1,2016-08-14,Sunday,19:00,Barking and Dagenham,E09000002,5,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01000049,3,1,14/08/2016,14/08/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,33,26 - 35,1895,1,17,1,1,,1,1,3,1,14,3,3,5,3,0,0,2,0,1,3,2016.0,01KG70356,E09000002,0.0,0.0,2.0,2016.0,01KG70356,4.0,8.0,0.0,1.0,1.0,-1,2016.0,01KG70356,2016,8,1,19
138836,201601KG70361,547680.0,187440.0,0.129345,51.566449,1,Slight,2,1,2016-08-15,Monday,23:35,Barking and Dagenham,E09000002,5,0,6,30.0,9,2,5,0,,,4,1,1,0,0,1,1,E01032581,3,1,15/08/2016,15/08/2016,1,9,0,3,,1,0,0,0,0,,,6,Male,22,21 - 25,1968,2,4,5,1,,1,1,1,1,22,5,3,0,0,0,0,0,9,1,5,2016.0,01KG70361,E09000002,0.0,5.0,2.0,2016.0,01KG70361,7.0,3.0,0.0,2.0,1.0,-1,2016.0,01KG70361,2016,8,1,23
138838,201601KG70363,547350.0,185100.0,0.123607,51.545509,1,Slight,2,1,2016-08-07,Sunday,18:50,Barking and Dagenham,E09000002,3,1153,6,30.0,2,4,5,0,,,1,1,1,0,0,1,1,E01000075,3,1,08/07/2016,08/07/2016,1,9,0,3,,1,0,0,0,0,,,6,Male,35,26 - 35,1995,2,5,2,1,,1,1,1,1,35,6,3,0,0,0,0,0,9,1,2,2016.0,01KG70363,E09000002,0.0,0.0,2.0,2016.0,01KG70363,6.0,2.0,0.0,2.0,1.0,-1,2016.0,01KG70363,2016,8,1,18
138844,201601KG70369,543660.0,183880.0,0.069932,51.535497,1,Slight,2,1,2016-06-17,Friday,19:00,Newham,E09000025,3,406,7,40.0,8,4,6,0,,,1,1,1,0,0,1,1,E01003622,3,1,17/06/2016,17/06/2016,1,9,0,9,,8,0,0,0,0,,,6,Male,20,16 - 20,1398,1,0,2,1,,2,1,2,2,31,6,3,0,0,1,0,0,9,1,3,2016.0,01KG70369,E09000025,0.0,0.0,2.0,2016.0,01KG70369,3.0,8.0,0.0,1.0,1.0,-1,2016.0,01KG70369,2016,6,1,19
138852,201601KG70377,545350.0,183930.0,0.094302,51.535514,1,Slight,2,1,2016-08-26,Friday,21:00,Barking and Dagenham,E09000002,3,123,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01000040,3,1,26/08/2016,26/08/2016,1,9,0,4,,0,0,0,0,0,,,6,Female,19,16 - 20,1198,1,6,5,1,,2,1,1,2,40,7,3,0,0,0,0,0,9,1,3,2016.0,01KG70377,E09000002,0.0,4.0,2.0,2016.0,01KG70377,3.0,7.0,0.0,1.0,1.0,-1,2016.0,01KG70377,2016,8,1,21
138861,201601KG70396,544460.0,183400.0,0.081261,51.53098,1,Slight,1,1,2016-07-24,Sunday,05:50,Barking and Dagenham,E09000002,5,0,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01033588,3,1,24/07/2016,24/07/2016,1,9,0,18,,2,0,10,1,2,,,6,Male,24,21 - 25,1587,1,10,2,1,,1,1,1,1,24,5,3,0,0,0,0,0,9,1,2,2016.0,01KG70396,E09000002,0.0,0.0,2.0,2016.0,01KG70396,4.0,8.0,9.0,1.0,1.0,-1,2016.0,01KG70396,2016,7,1,5
138869,201601KG70412,548470.0,189070.0,0.141423,51.580887,1,Slight,2,2,2016-08-25,Thursday,18:57,Barking and Dagenham,E09000002,3,12,3,30.0,6,2,3,1112,,,1,1,1,0,0,1,1,E01000031,3,1,25/08/2016,25/08/2016,1,9,0,18,,8,0,0,0,0,,,6,Female,24,21 - 25,998,1,1,6,1,,1,1,1,2,24,5,3,0,0,0,0,0,9,1,6,2016.0,01KG70412,E09000002,0.0,5.0,2.0,2016.0,01KG70412,3.0,7.0,0.0,3.0,1.0,-1,2016.0,01KG70412,2016,8,2,18
138871,201601KG70417,548320.0,182620.0,0.136542,51.522972,1,Slight,2,1,2016-08-28,Sunday,21:15,Barking and Dagenham,E09000002,6,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01000095,3,1,28/08/2016,28/08/2016,1,9,0,9,,8,0,0,0,0,,,6,Female,19,16 - 20,1242,1,5,8,2,,1,1,1,2,19,4,3,0,0,0,0,0,9,2,8,2016.0,01KG70417,E09000002,0.0,0.0,2.0,2016.0,01KG70417,7.0,5.0,0.0,3.0,1.0,-1,2016.0,01KG70417,2016,8,1,21
138873,201601KG70423,549040.0,184550.0,0.147728,51.540124,1,Slight,2,1,2016-08-27,Saturday,18:20,Barking and Dagenham,E09000002,5,0,6,30.0,7,2,3,1240,,,1,1,1,0,0,1,1,E01000084,3,1,27/08/2016,27/08/2016,1,9,0,2,,2,0,0,0,0,,,6,Male,23,21 - 25,2926,2,16,4,1,,1,1,3,1,23,5,3,9,9,0,0,2,0,1,4,2016.0,01KG70423,E09000002,0.0,5.0,2.0,2016.0,01KG70423,0.0,0.0,0.0,3.0,1.0,-1,2016.0,01KG70423,2016,8,1,18
138877,201601KG70433,548740.0,187590.0,0.14469,51.567518,1,Slight,2,1,2016-08-23,Tuesday,23:00,Barking and Dagenham,E09000002,3,1112,6,30.0,3,4,5,0,,,4,1,1,0,0,1,1,E01000111,3,1,23/08/2016,23/08/2016,1,9,0,18,,1,0,0,0,0,,,2,Male,29,26 - 35,1995,2,11,-1,-1,,2,1,1,2,22,5,3,0,0,0,0,0,9,-1,-1,2016.0,01KG70433,E09000002,0.0,0.0,2.0,2016.0,01KG70433,5.0,1.0,0.0,2.0,1.0,-1,2016.0,01KG70433,2016,8,1,23
138879,201601KG70493,547720.0,186900.0,0.129694,51.561586,1,Slight,2,1,2016-08-29,Monday,19:22,Barking and Dagenham,E09000002,5,0,3,30.0,6,2,3,1083,,,4,1,1,0,0,1,1,E01000099,3,1,29/08/2016,29/08/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,22,21 - 25,1595,1,2,3,1,,2,1,1,1,22,5,3,0,0,0,0,0,9,1,2,2016.0,01KG70493,E09000002,0.0,5.0,2.0,2016.0,01KG70493,5.0,1.0,0.0,3.0,1.0,-1,2016.0,01KG70493,2016,8,1,19
138904,201601LX50035,530020.0,171460.0,-0.131185,51.427184,1,Slight,2,1,2016-01-25,Monday,22:17,Lambeth,E09000022,3,23,6,30.0,6,2,3,23,,,4,1,1,0,0,1,1,E01003120,3,1,25/01/2016,25/01/2016,1,3,0,18,,2,0,0,0,0,,,6,Male,24,21 - 25,-1,-1,-1,3,1,,1,1,1,1,24,5,3,0,0,0,0,0,3,1,3,2016.0,01LX50035,E09000022,0.0,5.0,2.0,2016.0,01LX50035,1.0,5.0,0.0,4.0,1.0,-1,2016.0,01LX50035,2016,1,1,22
138912,201601LX50048,531910.0,172220.0,-0.103732,51.433578,1,Slight,2,1,2016-01-01,Friday,19:32,Lambeth,E09000022,3,215,6,30.0,3,2,6,0,,,4,1,1,0,0,1,1,E01003079,3,1,01/01/2016,01/01/2016,1,3,0,9,,8,0,0,0,0,,,6,Male,22,21 - 25,109,1,2,4,1,,1,1,1,1,22,5,3,0,0,0,0,0,3,1,4,2016.0,01LX50048,E09000022,0.0,5.0,2.0,2016.0,01LX50048,3.0,1.0,0.0,1.0,1.0,-1,2016.0,01LX50048,2016,1,1,19
138922,201601LX50061,531950.0,173000.0,-0.102867,51.440578,1,Slight,4,4,2016-01-02,Saturday,20:20,Lambeth,E09000022,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,1,1,1,E01003164,3,1,01/02/2016,01/02/2016,1,9,0,4,,0,0,0,0,0,,,6,Male,25,21 - 25,2143,2,4,-1,-1,,1,1,1,1,25,5,3,0,0,0,0,0,9,-1,-1,2016.0,01LX50061,E09000022,0.0,0.0,2.0,2016.0,01LX50061,2.0,6.0,0.0,2.0,1.0,-1,2016.0,01LX50061,2016,1,4,20
138942,201601LX50089,531960.0,171780.0,-0.103177,51.429612,1,Serious,2,1,2016-01-31,Sunday,03:52,Lambeth,E09000022,5,0,2,30.0,8,4,6,0,,,4,1,1,0,0,1,1,E01003084,2,2,31/01/2016,31/01/2016,1,9,0,9,,5,0,0,0,0,,,6,Male,27,26 - 35,-1,-1,-1,4,1,,2,1,1,1,-1,-1,2,0,0,0,0,0,5,1,5,2016.0,01LX50089,E09000022,0.0,0.0,2.0,2016.0,01LX50089,7.0,5.0,0.0,3.0,1.0,-1,2016.0,01LX50089,2016,1,2,3
138970,201601LX50123,531260.0,175340.0,-0.111921,51.461768,1,Slight,2,1,2016-12-02,Friday,04:55,Lambeth,E09000022,3,2217,6,30.0,6,2,4,223,,,4,1,1,0,0,1,1,E01003047,3,1,12/02/2016,12/02/2016,1,9,0,4,,8,0,0,0,0,,,6,Male,32,26 - 35,2261,1,12,3,2,,1,1,1,1,32,6,3,0,0,0,0,0,9,2,3,2016.0,01LX50123,E09000022,0.0,5.0,2.0,2016.0,01LX50123,2.0,6.0,0.0,2.0,1.0,-1,2016.0,01LX50123,2016,12,1,4
138972,201601LX50125,531110.0,175740.0,-0.113931,51.465397,1,Slight,2,1,2016-10-02,Sunday,18:10,Lambeth,E09000022,3,23,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003061,3,1,10/02/2016,10/02/2016,1,2,0,15,,0,0,0,0,0,,,6,Male,27,26 - 35,124,1,1,3,1,,1,1,1,1,27,6,3,0,0,0,0,0,2,1,3,2016.0,01LX50125,E09000022,0.0,0.0,2.0,2016.0,01LX50125,2.0,6.0,0.0,1.0,1.0,-1,2016.0,01LX50125,2016,10,1,18
138974,201601LX50127,531060.0,175550.0,-0.114721,51.463701,1,Slight,2,1,2016-08-02,Tuesday,18:40,Lambeth,E09000022,3,23,6,30.0,3,4,6,0,,,1,1,1,0,0,1,1,E01003053,3,1,08/02/2016,08/02/2016,1,5,0,18,,8,0,0,0,0,,,6,Male,26,26 - 35,745,1,2,3,1,,1,1,1,1,26,6,3,0,0,0,0,0,5,1,3,2016.0,01LX50127,E09000022,0.0,0.0,2.0,2016.0,01LX50127,2.0,6.0,0.0,1.0,1.0,-1,2016.0,01LX50127,2016,8,1,18
138981,201601LX50135,531050.0,174960.0,-0.115083,51.458401,1,Slight,2,2,2016-02-19,Friday,19:16,Lambeth,E09000022,3,204,6,30.0,0,-1,-1,-1,,,1,1,1,0,0,1,1,E01003176,3,1,19/02/2016,19/02/2016,1,9,0,4,,0,0,0,0,0,,,6,Male,27,26 - 35,-1,-1,-1,2,1,,1,1,1,1,27,6,3,0,0,0,0,0,9,1,2,2016.0,01LX50135,E09000022,0.0,0.0,2.0,2016.0,01LX50135,4.0,8.0,0.0,2.0,1.0,-1,2016.0,01LX50135,2016,2,2,19
138989,201601LX50143,529870.0,173350.0,-0.132649,51.444204,1,Slight,2,1,2016-02-22,Monday,21:35,Lambeth,E09000022,6,0,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003163,3,1,22/02/2016,22/02/2016,1,9,0,2,,0,0,0,0,0,,,6,Male,27,26 - 35,-1,-1,-1,3,1,,1,1,1,1,27,6,3,0,0,0,0,0,9,1,3,2016.0,01LX50143,E09000022,0.0,0.0,2.0,2016.0,01LX50143,0.0,0.0,0.0,2.0,1.0,-1,2016.0,01LX50143,2016,2,1,21
138997,201601LX50151,531170.0,176640.0,-0.112734,51.473471,1,Slight,2,1,2016-01-28,Thursday,21:10,Lambeth,E09000022,3,23,6,30.0,0,-1,-1,-1,,,4,1,1,0,0,1,1,E01003186,3,1,28/01/2016,28/01/2016,1,9,0,11,,0,0,0,0,0,,,6,Female,26,26 - 35,1198,1,14,2,1,,2,1,1,1,34,6,3,0,0,0,0,0,4,1,2,2016.0,01LX50151,E09000022,0.0,1.0,2.0,2016.0,01LX50151,1.0,5.0,2.0,4.0,1.0,-1,2016.0,01LX50151,2016,1,1,21
139001,201601LX50157,533330.0,171180.0,-0.083707,51.4239,1,Slight,2,1,2016-02-24,Wednesday,23:09,Lambeth,E09000022,5,0,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003062,3,1,24/02/2016,24/02/2016,1,3,0,9,,8,0,0,0,0,,,6,Male,21,21 - 25,125,1,10,2,1,,2,1,1,1,29,6,3,0,0,0,0,0,1,1,2,2016.0,01LX50157,E09000022,0.0,0.0,2.0,2016.0,01LX50157,1.0,7.0,0.0,3.0,1.0,-1,2016.0,01LX50157,2016,2,1,23
139009,201601LX50165,529840.0,176770.0,-0.131825,51.474946,1,Slight,2,1,2016-02-25,Thursday,21:15,Lambeth,E09000022,3,3036,6,30.0,6,4,6,0,,,4,1,1,0,0,1,1,E01003123,3,1,25/02/2016,25/02/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,25,21 - 25,1798,1,1,3,1,,1,1,1,1,25,5,3,0,0,0,0,0,9,1,3,2016.0,01LX50165,E09000022,0.0,0.0,2.0,2016.0,01LX50165,8.0,4.0,0.0,4.0,1.0,-1,2016.0,01LX50165,2016,2,1,21
139013,201601LX50170,530010.0,171370.0,-0.131362,51.426378,1,Slight,2,1,2016-02-27,Saturday,21:20,Lambeth,E09000022,3,23,6,30.0,3,4,6,0,,,4,1,1,0,0,1,1,E01003113,3,1,27/02/2016,27/02/2016,1,3,0,18,,8,0,0,0,0,,,6,Male,26,26 - 35,108,1,2,4,1,,1,1,1,1,26,6,3,0,0,0,0,0,3,1,4,2016.0,01LX50170,E09000022,0.0,0.0,2.0,2016.0,01LX50170,4.0,8.0,0.0,3.0,1.0,-1,2016.0,01LX50170,2016,2,1,21
139032,201601LX50190,531790.0,170980.0,-0.105918,51.422462,1,Serious,2,1,2016-03-20,Sunday,20:12,Lambeth,E09000022,3,214,6,30.0,6,2,3,215,,,1,1,1,0,0,1,1,E01001084,2,2,20/03/2016,20/03/2016,1,9,0,9,,8,0,0,0,0,,,6,Male,27,26 - 35,998,1,14,6,1,,2,1,1,1,18,4,2,0,0,0,0,0,3,1,1,2016.0,01LX50190,E09000022,0.0,5.0,2.0,2016.0,01LX50190,3.0,1.0,0.0,4.0,1.0,-1,2016.0,01LX50190,2016,3,2,20
139034,201601LX50192,530520.0,176520.0,-0.122132,51.472543,1,Slight,2,3,2016-02-22,Monday,06:00,Lambeth,E09000022,3,3,3,30.0,7,2,3,203,,,4,2,2,0,0,1,1,E01003126,3,1,22/02/2016,22/02/2016,1,9,0,18,,8,0,0,0,0,,,6,Male,29,26 - 35,-1,-1,-1,-1,-1,,1,1,1,1,29,6,3,0,0,0,0,0,9,-1,-1,2016.0,01LX50192,E09000022,0.0,5.0,2.0,2016.0,01LX50192,2.0,6.0,0.0,1.0,1.0,-1,2016.0,01LX50192,2016,2,3,6
